t,robot,cmd_vel_x,cmd_vel_rot,command,status,identify_as,num_detections,sunburstError,real_waldo_pos_0,real_waldo_pos_1,sunburstRobotCalc/waldoPosition_0,sunburstRobotCalc/waldoPosition_1,x,y,theta
0,robotA,,,,,,,,,,,,,,
0,robotB,,,,,,,,,,,,,,
0,robotC,,,,,,,,,,,,,,
1,robotA,,,,,,,,,,,,,,
1,robotB,,,,,,,,,,,,,,
1,robotC,,,,,,,,,,,,,,
2,robotA,,,,,,,,,,,,,,
2,robotB,,,,,,,,,,,,,,
2,robotC,,,,,,,,,,,,,,
3,robotA,,,,,,,,,,,,,,
3,robotB,,,,,,,,,,,,,,
3,robotC,,,,,,,,,,,,,,
4,robotA,,,,,,,,,,,,,,
4,robotB,,,,,,,,,,,,,,
4,robotC,,,,,,,,,,,,,,
5,robotA,,,,ready,,,,,,,,-0.7845830971635624,-0.2662452072501959,-2.8518143108602665
5,robotB,,,,,,,,,,,,,,
5,robotC,,,,,,,,,,,,,,
6,robotA,0.0,0.5,go,running,,,,,,,,-0.7841578953035089,-0.26612875521900825,-2.84720412255033
6,robotB,0.05,0.0,go,running,,,,,,,,0.7528135372953971,0.0023891220097061127,2.5166856285472816
6,robotC,0.05,0.0,go,running,,,,,,,,-0.3794964668232424,-0.4188182171954859,0.27242848316186113
7,robotA,0.0,0.5,,,,,,,,,,-0.7828914625890584,-0.26549631709575666,-2.359341524917421
7,robotB,0.05,0.0,,,,,,,,,,0.712503108223409,0.03147376548499099,2.5163494784222498
7,robotC,0.05,0.0,,,,,,,,,,-0.3303456952215195,-0.405101585525102,0.2719618439890163
8,robotA,0.0,0.5,,,,,,,,,,-0.7718664655745511,-0.2629826185183976,-1.8808589962067759
8,robotB,0.05,0.0,,,,,,,,,,0.6715397188266784,0.06105827980308721,2.5159860507256058
8,robotC,0.05,0.0,,,,,,,,,,-0.28308876765542285,-0.3919324172084162,0.27171240469164265
9,robotA,0.0,0.5,,,,,,,,,,-0.752634722611669,-0.251019883429494,-1.4031848423920665
9,robotB,0.05,0.0,,,,,,,,,,0.6312904061401627,0.09014193313569946,2.5156791944729755
9,robotC,0.05,0.0,,,,,,,,,,-0.23368375838704228,-0.37816932224259353,0.2713473005226237
10,robotA,0.05,0.0,,,,,,,,,,-0.7370956810193908,-0.2792596251719722,-1.1866108940857232
10,robotB,0.05,0.0,,,,,,,,,,0.5901935564579328,0.11986366710155981,2.5152688355134347
10,robotC,0.05,0.0,,,,,,,,,,-0.18656026996317834,-0.3650660398994274,0.2710457871364175
11,robotA,0.05,0.0,,,,,,,,,,-0.7221853053509932,-0.3279995107393873,-1.1518779005207023
11,robotB,0.05,0.0,,,,,,,,,,0.5501800423909108,0.14882192284613158,2.515034578225923
11,robotC,0.05,0.0,,,,,,,,,,-0.13872636143350567,-0.3517793890134406,0.27072626980970543
12,robotA,0.05,0.0,,,,,,,,,,-0.7020184519789983,-0.37326429991688836,-1.1521250599590673
12,robotB,0.05,0.0,,,,,,,,,,0.5102355250490119,0.17774397699879377,2.5146333507528564
12,robotC,0.05,0.0,,,,,,,,,,-0.09003959201066128,-0.3382178944735973,0.27050896610850794
13,robotA,0.05,0.0,,,,,,,,,,-0.6821534547219346,-0.4179231365755032,-1.15255932186823
13,robotB,0.05,0.0,,,,,,,,,,0.4660992541362773,0.20764082340993317,2.5144442701898053
13,robotC,0.05,0.0,,,,,,,,,,-0.048278215087170465,-0.3243890292196658,0.27574286119784736
14,robotA,0.05,0.0,,,,,,,,,,-0.661179010487128,-0.46510045193510113,-1.15270634522984
14,robotB,0.05,0.0,,,,,,,,,,0.4228413008655528,0.23681537736755306,2.5141800681332516
14,robotC,0.05,0.0,,,,,,,,,,0.0008240836478360753,-0.3105060592070051,0.27534138513220896
15,robotA,0.0,0.0,,,,,,,,,,-0.646673953416235,-0.49777264984023173,-1.153070605643128
