t,robot,cmd_vel_x,cmd_vel_rot,command,status,identify_as,num_detections,sunburstError,real_waldo_pos_0,real_waldo_pos_1,sunburstRobotCalc/waldoPosition_0,sunburstRobotCalc/waldoPosition_1,x,y,theta
9,robotC,0.05,0.0,,,,,,,,,,-0.4433867307372818,-0.4436995933822824,-2.816701035426722
9,robotD,0.0,0.5,,,,,,,,,,-0.627714726399918,-0.21644024194188338,-0.7126542955512142
9,robotE,0.0,0.5,,,,,,,,,,0.013843464824583103,0.7585907898346684,1.9758006785196789
9,robotF,0.05,0.0,,,,,,,,,,0.3603821202303746,-0.5088173851671399,1.1310319953679873
10,robotA,0.0,0.5,,,,,,,,,,0.06648571222154986,-0.026264916669025425,-2.540991279820395
10,robotB,0.05,0.0,,,,,,,,,,-0.29404932495061564,0.04132780895763681,-1.424922157014073
10,robotC,0.05,0.0,,,,,,,,,,-0.4897758283923493,-0.4593167790807062,-2.8170402191428727
10,robotD,0.0,0.5,,,,,,,,,,-0.6233203068511527,-0.19854372211157822,-0.23111280812359628
10,robotE,0.0,0.5,,,,,,,,,,0.008029467369485122,0.7504892217279743,2.475068165362457
10,robotF,0.05,0.0,,,,,,,,,,0.3813201743189091,-0.46433451579798585,1.1308391367638861
11,robotA,0.0,0.5,,,,,,,,,,0.07660392127993643,-0.014492468386496066,-2.2796316264104712
11,robotB,0.05,0.0,,,,,,,,,,-0.2946732221418269,-0.009553480272183456,-1.460746535978751
11,robotC,0.05,0.0,,,,,,,,,,-0.5350356625790821,-0.47454933893111184,-2.8172787660485343
11,robotD,0.0,0.5,,,,,,,,,,-0.6193120626298262,-0.21706460167995636,0.24918969819778172
11,robotE,0.0,0.5,,,,,,,,,,-0.0008323370030159268,0.7398900625415555,2.972885794192237
11,robotF,0.05,0.0,,,,,,,,,,0.4016804779270194,-0.42109489570302516,1.1304363082146949
12,robotA,0.05,0.0,,,,,,,,,,0.09030322006783056,0.004087242170601192,-2.3093154830206037
12,robotB,0.05,0.0,,,,,,,,,,-0.2892440958873248,-0.058514604617116286,-1.4610322173685866
12,robotC,0.0,0.5,,,,,,,,,,-0.5833399459743883,-0.49078377234918885,-2.817681892893654
12,robotD,0.0,0.5,,,,,,,,,,-0.6201144130615103,-0.22739271059119748,0.7679937328530477
12,robotE,0.0,0.5,,,,,,,,,,0.00017754249285902024,0.7244143614502075,-2.81200274837485
12,robotF,0.05,0.0,,,,,,,,,,0.4225779290278229,-0.3767660095562277,1.1301711783183732
13,robotA,0.0,0.5,,,,,,,,,,0.0724123731864718,-0.011850870765534472,-2.4071455308560044
13,robotB,0.05,0.0,,,,,,,,,,-0.2838526790603722,-0.10737661135952688,-1.4613500185039503
13,robotC,0.0,0.5,,,,,,,,,,-0.5866809883279419,-0.49191356239902156,-2.4083682283620984
13,robotD,0.0,0.5,,,,,,,,,,-0.6114018057166755,-0.2370143129099124,1.274379705089535
13,robotE,0.05,0.0,,,,,,,,,,-0.02871254070115662,0.703025770276817,-2.6242813624376335
13,robotF,0.05,0.0,,,,,,,,,,0.4398789206261009,-0.3277340067961348,1.1301798033813055
14,robotA,0.0,0.0,,,robotA,3.0,,,,-0.07629909337828666,0.031088072737535357,0.0818388341867152,-0.0020096035123629633,-2.4266128416735193
14,robotB,0.0,0.0,,,robotF,5.0,,,,0.006770462607389171,-0.1940692146525046,-0.27875576739443936,-0.15377833376698677,-1.4617804912326469
14,robotC,0.0,0.5,,,robotA,5.0,,,,-0.07615204714855386,0.005252141956431975,-0.5663928706546116,-0.49417266898258294,-2.0167019355244404
14,robotD,0.05,0.0,,,robotE,4.0,,,,0.39770149630458457,-0.3787926648597114,-0.5989485999389591,-0.19991081939183036,1.4561053449932921
14,robotE,0.05,0.0,,,robotA,5.0,,,,0.13796754740167638,0.03207282478466224,-0.07085923059776456,0.6784812787173263,-2.614007679106068
14,robotF,0.05,0.0,,,robotE,5.0,,,,0.1589461401181836,0.3372180422674123,0.460806315498502,-0.28337811397382856,1.129829114077608
15,robotA,0.0,0.0,,,,,0.19956726247954198,0.09611117232192626,-0.06941960127176797,,,0.08198640060850299,-0.0020691272825716705,-2.4271038797427895
15,robotB,0.0,0.0,,,robotF,5.0,0.49159463225953737,-0.10950230325990085,0.2835770209486567,-0.018410790379906096,-0.17486167396127897,-0.27875737961969904,-0.15372582518358793,-1.4617472192841447
15,robotC,0.0,0.0,,,robotE,5.0,0.6856362757843698,-0.6898654171226807,0.3109529796825675,-0.5067708963781205,0.1670636719610198,-0.5659811977504761,-0.501700718803298,-1.9106868383239572
15,robotD,0.0,0.0,,,robotD,5.0,0.23653696453124237,0.27183190846584815,-0.5790589437160402,0.2515078820725893,-0.4559480914312948,-0.5896872344370712,-0.15250203767111395,1.4688223298031025
15,robotE,0.05,0.0,,,robotF,3.0,0.6588175466608798,0.33241984056919316,0.6615399529733824,0.15662107352679205,0.4830906818347582,-0.11399254002883326,0.6533227867050455,-2.6141249577771997
15,robotF,0.05,0.0,,,robotC,6.0,0.24213078202686802,0.046572125644899355,0.5516927411857246,0.11193161588162097,0.5602418289042042,0.48189123888747176,-0.23871488588608694,1.1295383919392599
16,robotA,0.0,0.0,,,,,0.19968497870350838,0.09621611197402792,-0.06947332463774639,,,0.08386464571482874,-0.0008911994075189731,-2.4282526062907626
16,robotB,0.0,0.0,,,robotD,5.0,0.4674129778194261,-0.10957906938095952,0.28357396681941927,0.012118303380257234,-0.20121501862109525,-0.27873050091601426,-0.15393914287820246,-1.4617285388798595
16,robotC,0.0,0.0,,,robotC,4.0,0.26206659297681445,-0.6869020811110707,0.3574098183396084,-0.5096028599711728,0.2720824434093988,-0.563903601309973,-0.4998572852173781,-1.9226984852834486
16,robotD,0.0,0.0,,,robotA,4.0,0.1291046069978109,0.22323777702504147,-0.5819195195753776,0.005488222388215892,-0.03232353265143493,-0.589679031803897,-0.15253117347197948,1.468852744934021
16,robotE,0.0,0.0,,,robotD,5.0,0.2178180562230457,0.2814516471059958,0.661590075437854,0.3951563238767685,0.23840440356396758,-0.15510737250146073,0.629393118926928,-2.614698408039472
16,robotF,0.0,0.0,,,robotA,7.0,0.1163191745390241,-0.00407337589183415,0.5516982787591784,0.027919322219909896,0.1295164887759566,0.4931371000034968,-0.21495018250743456,1.1292978984486715
17,robotA,0.0,0.0,,,robotB,5.0,0.2007188701269232,0.09739076272912069,-0.06950963454457319,0.03956666103200112,-0.18539237626063912,0.08414109650300816,-0.00046294864920179337,-2.4279417378358463
17,robotB,0.0,0.0,,,robotB,5.0,0.49984510037259094,-0.10965027655648184,0.28357105513378844,-0.05357281338080272,-0.21664645938765031,-0.2787394908584515,-0.15388093169862604,-1.4617378480405208
17,robotC,0.0,0.0,,,robotC,5.0,0.19714351963607218,-0.6887528417099568,0.35436762662905097,-0.5707654793395295,0.2959571959494441,-0.5637119076652833,-0.4993223235288374,-1.9226915609870143
17,robotD,0.0,0.0,,,robotD,5.0,0.5911508716424638,0.2231456584524396,-0.5819457607041157,0.19057958638523984,-0.41842352585825154,-0.5896899103430855,-0.15255441933731784,1.4688440109395928
17,robotE,0.0,0.0,,,robotD,3.0,0.45244307225084035,0.23542796820905487,0.6617146751419999,0.339714095637208,0.37947992154799187,-0.1556455735901618,0.6290688333200017,-2.614534105624024
17,robotF,0.0,0.0,,,robotC,7.0,0.4254902632458073,-0.02509009251538224,0.5516917676192449,0.17485192904193644,0.5053553966093077,0.4930807639283789,-0.2150151821845554,1.129272945128325
18,robotA,0.0,0.0,,,robotB,4.0,0.129563099899618,0.09745193379755807,-0.06947908085215082,0.03639249617411415,-0.18855279953492632,0.08243977791939364,-0.0019466902273463389,-2.427862213319466
18,robotB,0.0,0.0,,,robotC,5.0,0.5033531828260186,-0.10966315639219223,0.28357179306016667,0.046790169674970995,-0.2149694955148931,-0.27871661754802207,-0.15406326364293715,-1.4617177339879062
18,robotC,0.0,0.0,,,robotC,4.0,0.13142699706485592,-0.6884946463338342,0.354377216458793,-0.5073142918437862,0.2827930683395139,-0.5638860638006022,-0.49981922487066793,-1.9226698078750992
18,robotD,0.0,0.0,,,robotA,5.0,0.16675223150072838,0.2232239860018047,-0.5819492115597539,0.004476770221955029,-0.03332774662196095,-0.5896740917656174,-0.1523935061830181,1.4688290704730034
18,robotE,0.0,0.0,,,robotD,5.0,0.300961147258965,0.235154335625542,0.6616941464654033,0.34380642413878304,0.38175371938089525,-0.15516242219579868,0.6293558780754114,-2.614665978479959
18,robotF,0.0,0.0,,,robotC,6.0,0.20520573031779826,-0.025054323412567622,0.5516898544658214,0.1183873422205203,0.5612680601331491,0.49314801002132247,-0.2148822185002475,1.1292698248355801
19,robotA,0.0,0.0,,,,,0.1332565086925332,0.09630666643895043,-0.06952511657671956,,,0.08226757434887368,-0.0021503523173577906,-2.4280272988263136
19,robotB,0.0,0.0,,,robotC,5.0,0.5225317451853331,-0.10972666893880333,0.2835702761751694,0.045361501445931644,-0.21762303611030767,-0.27874512847423594,-0.1538102033582009,-1.4617396202250776
19,robotC,0.0,0.0,,,robotC,5.0,0.19501982316483957,-0.68871928224956,0.35438190045127826,-0.5640948330694127,0.3055358943647624,-0.5637237858152592,-0.4993652120783975,-1.9226735339221122
19,robotD,0.0,0.0,,,robotA,4.0,0.5905869950384377,0.2231254425490689,-0.5819494348535892,0.004368417593135662,-0.033522210946263536,-0.5896998669315792,-0.1526620373943851,1.4688264936028852
19,robotE,0.0,0.0,,,robotD,3.0,0.3002052489668278,0.23539098918646148,0.6616988657423458,0.3500117156980279,0.381611337721226,-0.1556567854337687,0.6290583168780629,-2.6145510871880435
19,robotF,0.0,0.0,,,robotC,6.0,0.1438495590510074,-0.02514310245890428,0.5516916782852948,0.10317576806961934,0.5788238507380107,0.4930736634616923,-0.21502802710131005,1.129260027722257
20,robotA,0.0,0.0,,,,,0.1332165193330881,0.09623423407723272,-0.06953344216833031,,,0.0836370199953119,-0.000981495193715304,-2.427974281532535
20,robotB,0.0,0.0,,,robotC,5.0,0.5246093557493303,-0.10962244901619438,0.2835704906225111,0.04694725931431414,-0.21531605502442994,-0.2787175850141996,-0.15404071898773555,-1.461719271864603
20,robotC,0.0,0.0,,,robotC,5.0,0.13367529816952461,-0.6885244228162237,0.35438630414965155,-0.5645169246312125,0.30793687919907564,-0.5638584831051116,-0.4997405905465488,-1.9226573137155811
20,robotD,0.0,0.0,,,robotA,3.0,0.5905008496485799,0.22328387895059842,-0.5819447435015406,0.0044764713009244565,-0.03308339129071708,-0.5896707779472874,-0.15233207610140292,1.4688078964750806
20,robotE,0.0,0.0,,,robotD,5.0,0.30273391828538626,0.2351109040198123,0.6616928057909828,0.342960962985007,0.3810955561914185,-0.15519571972083532,0.6293295539217432,-2.614666314179342
20,robotF,0.0,0.0,,,robotF,5.0,0.13108029317126899,-0.025065155778304288,0.5516888418289118,-0.0036285644437152077,0.47925374861441894,0.49314548975226313,-0.21487725643753755,1.1292581620211424
21,robotA,0.0,0.0,,,robotB,6.0,0.13363409563064718,0.09716052055135603,-0.06953465500096084,0.0338805250602093,-0.1891683786630182,0.08402727202526176,-0.0006323636139026981,-2.4279472994716356
21,robotB,0.0,0.0,,,robotC,5.0,0.5229063616234216,-0.10971881608207257,0.2835695068493712,0.044637500075087454,-0.21474893994492134,-0.2787472436113847,-0.1537903130974108,-1.4617409773306362
21,robotC,0.0,0.0,,,robotC,5.0,0.13255060037948038,-0.6886604091787621,0.354391770280134,-0.5678398679569108,0.3076587218034619,-0.5637784295708408,-0.499535796398266,-1.9226524102210139
21,robotD,0.0,0.0,,,robotE,5.0,0.5908062680414691,0.22311375195813626,-0.5819456562205515,0.31592394196319534,-0.372410655889291,-0.589705137443915,-0.1526974418492957,1.4688099850848044
21,robotE,0.0,0.0,,,robotD,3.0,0.30052411049004923,0.23535942850490735,0.661696074300996,0.34862586666174755,0.380459387735281,-0.15561697927549403,0.6290782138702111,-2.6145702435319556
21,robotF,0.0,0.0,,,robotF,5.0,0.07557047187560607,-0.025171473590955864,0.5516885419459079,-0.0038046842157511813,0.4797043777663586,0.49305538482132605,-0.21507407260260436,1.1292441687468406
22,robotA,0.0,0.0,,,robotB,5.0,0.13540410325374083,0.09729981543944481,-0.06953450057765347,0.03408055888406491,-0.18508826222424754,0.082554363279377,-0.0019054520843009778,-2.4279766750561094
22,robotB,0.0,0.0,,,robotC,5.0,0.5216500044488849,-0.10962465534909556,0.2835701491389776,0.04670397178241051,-0.21424851323928862,-0.27872233420592313,-0.1539936687344434,-1.461722584122264
22,robotC,0.0,0.0,,,robotC,5.0,0.12946977572182639,-0.6885800240745078,0.3543945488118536,-0.569198584470098,0.3083550646750074,-0.5637845414756094,-0.49955192977347634,-1.9226464095343672
22,robotD,0.0,0.0,,,robotB,3.0,0.22908876939034997,0.22330737194971365,-0.581943076339499,-0.048742412718139824,-0.06495356223766834,-0.5896757307315764,-0.15235579392986892,1.468791926014182
22,robotE,0.0,0.0,,,robotD,5.0,0.3032740518718127,0.23512467380752472,0.6616935068592156,0.34468596827595344,0.37943299840023315,-0.15524444838850465,0.629299426822314,-2.614660252795145
22,robotF,0.0,0.0,,,robotE,7.0,0.07505037290129553,-0.025038461034665508,0.5516883009341608,-0.3385963253035621,0.6399591843752672,0.493164151940694,-0.21483284214982148,1.1292481443041604
23,robotA,0.0,0.0,,,,,0.13126675361989124,0.09636292110194822,-0.06953797895992314,,,0.08257926398260693,-0.0018935153220037441,-2.4279803319469027
23,robotB,0.0,0.0,,,robotC,5.0,0.5218040748841056,-0.10968299591027736,0.28356933387102096,0.044991596240386816,-0.21589109726783548,-0.2787380432350752,-0.15386093765650466,-1.461733980218162
23,robotC,0.0,0.0,,,robotC,5.0,0.13673586581558,-0.6885752033020617,0.354398024218687,-0.5607263847001582,0.30590702935949815,-0.5638224798557909,-0.4996562196983569,-1.922643477177535
23,robotD,0.0,0.0,,,robotA,4.0,0.5906654614290016,0.22314732698116607,-0.5819433529277378,0.004305878067544614,-0.03331405407237941,-0.5896970648313681,-0.15261366628191084,1.4687959054802426
23,robotE,0.0,0.0,,,robotD,3.0,0.30271270811001083,0.23531408755609906,0.6616966612388964,0.3500292879164667,0.3817239865377321,-0.15555280121217013,0.6291103969558033,-2.61459060364936
23,robotF,0.0,0.0,,,robotF,6.0,0.3255928030470536,-0.025197960051308824,0.5516860964421223,0.00297684416703695,0.5404842731374608,0.49301787390114704,-0.21515103889393744,1.129233293610714
24,robotA,0.0,0.5,,,robotC,4.0,0.13130220518283567,0.09644611318932701,-0.06954257116623842,0.37085314780639733,-0.19781594836119065,0.08378273275902423,-0.0007538522522754377,-2.172939657217447
24,robotB,0.05,0.0,,,robotC,5.0,0.5228543439090299,-0.10965579094636443,0.28356946231705615,0.0471725141122058,-0.21633428126825818,-0.27825499608956517,-0.15827016676515132,-1.4617460443771506
24,robotC,0.0,0.0,,,robotC,5.0,0.13680458671915885,-0.6886481209719064,0.3543995477166755,-0.5649178863736041,0.30815595578120136,-0.5637441272264064,-0.49943390646739966,-1.9226483309149216
24,robotD,0.0,0.0,,,robotC,4.0,0.5907054663687652,0.22326322691756664,-0.581940181214088,0.332805745933429,-0.45094259444497264,-0.589685955037838,-0.15249873205219563,1.4687897100403495
24,robotE,0.0,0.0,,,robotD,5.0,0.3026124077695536,0.23516916586589456,0.6616908090339241,0.348800534734761,0.38061168236146675,-0.1553272700911447,0.6292498634640781,-2.614652339954322
24,robotF,0.0,0.0,,,robotE,7.0,0.0301467724465747,-0.025010955732984057,0.5516874399085993,-0.37198016611406287,0.5716366227741565,0.49316833755524453,-0.21481875727747216,1.1292388261018618
25,robotA,0.05,0.0,,,robotB,4.0,0.31595214133024657,0.07193221699314016,-0.09548299798398312,-0.020235194205989827,-0.1889556712871163,0.08911796287916164,6.485743580753826e-05,-1.7002220053641999
25,robotB,0.05,0.0,,,robotC,5.0,0.5260577295656655,-0.11664730527139353,0.2835655103029204,0.04294210773386475,-0.21578009262114314,-0.272896545312128,-0.20730411543460225,-1.4621769649544893
25,robotC,0.05,0.0,,,robotC,5.0,0.13196216066817362,-0.6885123758836171,0.3543989445575785,-0.5712301900788518,0.3050034091814978,-0.5729925010658569,-0.5246337831446143,-1.922789161908621
25,robotD,0.05,0.0,,,robotA,5.0,0.17078484745729222,0.22322896775288342,-0.5819402807015707,0.003976181677855844,-0.032818029706109336,-0.5892336563890607,-0.14807416768850826,1.468769764076886
25,robotE,0.0,0.0,,,robotD,5.0,0.30315452065565857,0.2352450710075968,0.6616949797159535,0.3451200515525931,0.3834899741713991,-0.15541177213544907,0.6291952234264336,-2.61463277787447
25,robotF,0.0,0.0,,,robotC,6.0,0.3473452336826716,-0.025208523338046705,0.5516831987949791,-0.15256381067373165,0.5033297487462811,0.49300799217306124,-0.2151706769870935,1.1292258993736353
26,robotA,0.05,0.0,,,robotD,6.0,0.08032395604198589,0.017413024063141262,-0.11800111135334782,0.30101394391470376,-0.277431220702867,0.0972466914169314,-0.04752507185053223,-1.6764044937935834
26,robotB,0.05,0.0,,,robotA,5.0,0.5415653842192835,-0.166847220589928,0.28350089350393654,0.03517190740235583,-0.06045110807484326,-0.2703815016332566,-0.24364782929534803,-1.4793446967397386
26,robotC,0.0,0.5,,,robotC,5.0,0.1537484800726966,-0.7168664131221248,0.35428510621350334,-0.5822510240385971,0.30677747975858305,-0.5792631436231379,-0.5469394954753551,-1.6853216833941227
26,robotD,0.05,0.0,,,robotD,4.0,0.588433853396701,0.21547554504423877,-0.5819286006468853,0.17326744150631376,-0.42249989549478767,-0.5842206674740554,-0.09921033489994843,1.4685004615064663
26,robotE,0.05,0.0,,,robotD,5.0,0.29911250144607165,0.2352598833594762,0.6616967892674824,0.3515431715577768,0.3939275455130543,-0.15546397611806978,0.6291633271512248,-2.6146206731933423
26,robotF,0.05,0.0,,,robotC,5.0,0.13639713125155903,-0.02502715383401483,0.5516886008398052,-0.17221323950544043,0.4972149866602993,0.5030685381720064,-0.19388198490840497,1.1291481720935561
27,robotA,0.05,0.0,,,robotB,4.0,0.3670642091751195,-0.02947652830715934,-0.1177058894998114,0.13261537144087418,-0.11743812457230463,0.09212615996145801,-0.09573977878002046,-1.6766425394122002
27,robotB,0.05,0.0,,,robotD,5.0,0.42630811022478166,-0.21676316189073466,0.28344906014801513,-0.3806138989601375,-0.08054838634108051,-0.2679675933772034,-0.2856180774814743,-1.4896921984770113
27,robotC,0.0,0.5,,,robotA,6.0,0.21444911555241175,-0.6365370000818963,0.5142418284217641,-0.017751531902341126,0.07008857951027912,-0.5791882270132193,-0.5457021534405283,-1.253012344383648
27,robotD,0.05,0.0,,,robotE,5.0,0.15954699494028185,0.1657615198754652,-0.581870233810755,-0.071978272387897,-0.5225209300455059,-0.5791628960694161,-0.050014945198143895,1.4681185651035717
27,robotE,0.05,0.0,,,robotC,5.0,0.29346566506558164,0.23149538595961444,0.6617159428445328,0.19729171480166446,0.5497669658192451,-0.1972480124262385,0.6048607073221737,-2.614864373994436
27,robotF,0.05,0.0,,,robotD,5.0,0.13152678058257522,-0.052486084227631034,0.5516640665377426,-0.3353577793037892,0.39568585434632214,0.5247345639593552,-0.14808857552146468,1.1287346926183601
28,robotA,0.05,0.0,,,robotA,4.0,0.21157254974066483,-0.07895699275014899,-0.1177183287606362,-0.018127024394074525,-0.08008913129264777,0.08893330926341497,-0.13451625337017473,-1.5533961035434913
28,robotB,0.05,0.0,,,robotD,5.0,0.38121069261406243,-0.2670411671930869,0.28335108708841317,0.03286132811204377,0.4059413348098478,-0.26387178185999044,-0.33612551119296913,-1.4899921995897596
28,robotC,0.0,0.5,,,robotD,4.0,0.7462038271843473,-0.340297078437965,0.7429812322526039,-0.46027716482948333,0.2980471243676882,-0.5865729547568428,-0.5328955217191667,-0.7588520452070947
28,robotD,0.05,0.0,,,robotF,4.0,0.19699078504504888,0.11587528460993236,-0.5818202598556137,-0.10304870852976022,-0.27123106898465404,-0.5739474973421593,0.0004997571607462462,1.467787533956399
28,robotE,0.05,0.0,,,robotB,4.0,0.1130801010688621,0.18159697850883624,0.6617526100351118,0.12079447785878585,0.2622746970097951,-0.2400821654865449,0.57995511986579,-2.615178253644795
28,robotF,0.05,0.0,,,robotD,5.0,0.28019538054446336,-0.10258367379847377,0.55165273251171,-0.3576365561748296,0.3802787805134753,0.5458395278573098,-0.10351076969656756,1.1284759096223391
29,robotA,0.05,0.0,,,robotA,3.0,0.11832018448268661,-0.13432859030075678,-0.10237953588413,-0.04939276613425693,-0.05787438791691994,0.09232110614383664,-0.178969075963871,-1.5812242782147694
29,robotB,0.05,0.0,,,robotB,5.0,0.37067868359168904,-0.3169282683279814,0.2832632002805363,-0.18136296108466207,0.20505225553842554,-0.2598693405135142,-0.38563204848039595,-1.4903523099065321
29,robotC,0.0,0.5,,,robotC,4.0,0.7317012669028192,0.05816079454423356,0.8143888970992841,0.08552154374424878,0.6180794890934977,-0.5736827687087164,-0.5174203897548394,-0.4058552059188992
29,robotD,0.05,0.0,,,robotA,4.0,0.3536667649127824,0.06616810535844178,-0.5817883913929317,0.04800139684355502,-0.07720938945980005,-0.5688562698144851,0.04967137955783567,1.467450844225297
29,robotE,0.05,0.0,,,robotC,5.0,0.39966752611117123,0.13123789883655906,0.6618057551092934,0.5671394956477319,0.7380750209273905,-0.2881939648393965,0.5536483074666383,-2.617240520795839
29,robotF,0.05,0.0,,,robotE,5.0,0.26712132341291495,-0.15270687764994767,0.5516194595174866,-0.5160509281735162,0.0787027599945482,0.5584451531646951,-0.06665910726939073,1.11629895890306
30,robotA,0.05,0.0,,,robotD,3.0,0.1404893670241809,-0.180374776928271,-0.10867768599107851,0.18103358546498832,0.13823400615406176,0.091785565017141,-0.22971323978835242,-1.5815808555459852
30,robotB,0.05,0.0,,,robotD,5.0,0.2016045910885506,-0.3672294452513717,0.2831423394895138,-0.22265768299365243,0.10615036952927019,-0.25595005233590856,-0.434388945775945,-1.4906984167131545
30,robotC,0.0,0.5,,,robotC,3.0,0.2688167862196114,0.32051738114094586,0.7486146221407559,0.2887744177561285,0.5632689902281323,-0.5706757405287257,-0.5276964766897677,0.11209166880105502
30,robotD,0.05,0.0,,,robotC,6.0,0.5055606212179197,0.01629495269560471,-0.5817747897061326,-0.6333772960588916,-0.39475590500762336,-0.5706992252900994,0.0756772351942369,1.4669404846049598
30,robotE,0.05,0.0,,,robotF,4.0,0.49193417408913886,0.08114796411170279,0.6618420693117805,-0.07062811965664317,0.42205881484780244,-0.3291639764130347,0.5569027975124468,-2.643123632678702
30,robotF,0.0,0.5,,,robotD,4.0,0.5670703856955989,-0.20302003037405453,0.5515457353635583,-0.48476166034773,0.2851861164892774,0.579054884970745,-0.024501110591510427,1.1166810462977885
31,robotA,0.05,0.0,,,robotA,3.0,0.4797286931416905,-0.23023909999765477,-0.10873643178493544,-0.10606382272287429,-0.06370673916804802,0.091235798516756,-0.27714990926994937,-1.581941214144194
31,robotB,0.05,0.0,,,robotE,4.0,0.2628736344493831,-0.41715004745305007,0.2829985186731635,-0.19549919632083124,-0.21237055399314284,-0.25198288646287725,-0.48387495019301713,-1.4909612017683391
31,robotC,0.0,0.5,,,robotC,3.0,0.36247027884112853,0.6452697514918642,0.49772678956465216,0.5204242097587133,0.36118037424580823,-0.5754858801650656,-0.5190646190387068,0.5507792824875627
31,robotD,0.05,0.0,,,robotB,5.0,0.6283794836086205,-0.03347421573720018,-0.5817774803426169,-0.18377929880550917,-0.17068153030913716,-0.565579667162261,0.12472318169323082,1.4666243645800525
31,robotE,0.05,0.0,,,robotA,5.0,0.26038904385600314,0.030865631951735445,0.6618534614617338,0.18046313791287225,0.07709936489947106,-0.37232114647439374,0.533424056557179,-2.643516243770238
31,robotF,0.05,0.0,,,robotE,4.0,0.36512342492088257,-0.2384163895452699,0.5546840255335183,-0.18682750881256027,0.4266445052235157,0.5863633675995965,0.007290162701424427,1.2969354024428366
